Binomial,Area,Group,Year,Family,Category,Conser_research_effort,Realm,ROi,ERi,General_research_effort,Nº cong species,CSi,Total_RO_nas_congeneric_species,ROCSi,RPM
Aphaniotis acutirostris,70101.49384,lizard,1889,AGAMIDAE,NC,0,Oriental,1,0.5,0,2,0.995098039,2,0.999418266,2.497258153
Mniarogekko jalu,791.770597,lizard,2012,DIPLODACTYLIDAE,NC,0,Oceanina,0.998355263,0.5,1,1,0.99754902,0,1,2.497129773
Lophocalotes ludekingi,7360.095494,lizard,1860,AGAMIDAE,NC,0,Oriental,0.996710526,0.5,2,0,1,0,1,2.496710526
Hydrosaurus weberi,10411.91219,lizard,1911,AGAMIDAE,NC,0,Oceanina,1,0.5,0,2,0.995098039,7,0.997963933,2.496530986
Epacrophis boulengeri,211.276248,snake,1913,LEPTOTYPHLOPIDAE,DD,0,Afrotropical,1,0.5,0,3,0.992647059,0,1,2.496323529
Insulasaurus arborens,30064.08865,lizard,1917,SCINCIDAE,NC,0,Oriental,1,0.5,0,3,0.992647059,0,1,2.496323529
Insulasaurus victoria,3737.326424,lizard,1980,SCINCIDAE,NC,0,Oriental,1,0.5,0,3,0.992647059,0,1,2.496323529
Geckolepis polylepis,19294.43756,lizard,1893,GEKKONIDAE,DD,0,Madagascan,1,0.5,0,2,0.995098039,11,0.996800465,2.495949252
Lemuriatyphlops reuteri,19.992561,snake,1881,TYPHLOPIDAE,DD,1,Madagascan,0.998355263,0.5,1,2,0.995098039,1,0.999709133,2.495758849
Malayopython timoriensis,19.992561,snake,1876,PYTHONIDAE,NC,1,Oriental,0.998355263,0.5,1,1,0.99754902,11,0.996800465,2.495530006
Fojia bumui,4476.41351,lizard,1982,SCINCIDAE,DD,0,Oceanina,0.996710526,0.5,2,1,0.99754902,0,1,2.495485036
Hapsidophrys principis,1146.206519,snake,1906,COLUBRIDAE,NC,0,Afrotropical,0.998355263,0.5,1,2,0.995098039,3,0.9991274,2.495467983
Acutotyphlops infralabialis,10688.33303,snake,1918,TYPHLOPIDAE,DD,0,Oceanina,1,0.5,0,4,0.990196078,0,1,2.495098039
Acutotyphlops kunuaensis,5157.574295,snake,1995,TYPHLOPIDAE,DD,0,Oceanina,1,0.5,0,4,0.990196078,0,1,2.495098039
Acutotyphlops solomonis,4994.336641,snake,1939,TYPHLOPIDAE,NC,0,Oceanina,1,0.5,0,4,0.990196078,0,1,2.495098039
Harpesaurus borneensis,64885.52259,lizard,1924,AGAMIDAE,DD,0,Oriental,1,0.5,0,4,0.990196078,0,1,2.495098039
Harpesaurus ensicauda,4035.41891,lizard,1913,AGAMIDAE,NC,0,Oriental,1,0.5,0,4,0.990196078,0,1,2.495098039
Phoxophrys tuberculata,4285.273138,lizard,1881,AGAMIDAE,NC,0,Oriental,1,0.5,0,4,0.990196078,0,1,2.495098039
Dendragama boulengeri,9706.418845,lizard,1888,AGAMIDAE,NC,0,Oriental,0.995065789,0.5,3,0,1,0,1,2.495065789
Elapotinus picteti,57729.68695,snake,1862,PSEUDOXYRHOPHIIDAE,NC,0,Madagascan,0.995065789,0.5,3,0,1,0,1,2.495065789
Candoia paulsoni,69572.52152,snake,1956,BOIDAE,NC,0,Oceanina,1,0.5,0,4,0.990196078,4,0.998836533,2.494516306
Lophognathus maculilabris,28597.58905,lizard,1883,AGAMIDAE,NC,0,Oriental,1,0.5,0,4,0.990196078,9,0.997382199,2.493789139
Cerberus dunsoni,0.789791,snake,2012,HOMALOPSIDAE,NC,0,Oceanina,1,0.5,0,3,0.992647059,18,0.994764398,2.493705728
Feylinia polylepis,146.670439,lizard,1887,SCINCIDAE,NC,0,Afrotropical,1,0.5,0,5,0.987745098,2,0.999418266,2.493581682
Gonyosoma jansenii,56018.27557,snake,1859,COLUBRIDAE,NC,0,Oriental,1,0.5,0,5,0.987745098,3,0.9991274,2.493436249
Calamophis jobiensis,6015.755855,snake,1874,HOMALOPSIDAE,DD,0,Oceanina,0.996710526,0.5,2,3,0.992647059,1,0.999709133,2.492888622
Brachyorrhos albus,72015.49032,snake,1758,HOMALOPSIDAE,DD,0,Oceanina,0.996710526,0.5,2,3,0.992647059,2,0.999418266,2.492743189
Aspidura guentheri,17826.07671,snake,1876,NATRICIDAE,NC,0,Oriental,1,0.5,0,6,0.985294118,1,0.999709133,2.492501625
Pseudogekko chavacano,3469.556263,lizard,2014,GEKKONIDAE,NC,0,Oriental,1,0.5,0,6,0.985294118,3,0.9991274,2.492210759
Pseudogekko pungkaypinit,4322.093239,lizard,2014,GEKKONIDAE,NC,0,Oriental,1,0.5,0,6,0.985294118,3,0.9991274,2.492210759
Anomochilus weberi,6167.456998,snake,1890,ANOMOCHILIDAE,DD,0,Oriental,0.995065789,0.5,3,2,0.995098039,3,0.9991274,2.492178509
Nessia layardi,4023.93451,lizard,1853,SCINCIDAE,NC,0,Oriental,1,0.5,0,7,0.982843137,0,1,2.491421569
Nessia sarasinorum,21084.02908,lizard,1889,SCINCIDAE,NC,0,Oriental,1,0.5,0,7,0.982843137,0,1,2.491421569
Coelognathus erythrurus,347072.0178,snake,1854,COLUBRIDAE,NC,0,Oriental,0.998355263,0.5,1,5,0.987745098,8,0.997673066,2.491064345
Chrysopelea rhodopleuron,19.395272,snake,1827,COLUBRIDAE,NC,0,Oriental,1,0.5,0,4,0.990196078,29,0.991564863,2.490880471
Tribolonotus annectens,7877.033769,lizard,1966,SCINCIDAE,DD,0,Oceanina,1,0.5,0,7,0.982843137,6,0.998254799,2.490548968
Tribolonotus brongersmai,1884.711162,lizard,1972,SCINCIDAE,DD,0,Oceanina,1,0.5,0,7,0.982843137,6,0.998254799,2.490548968
Tribolonotus ponceleti,15674.43033,lizard,1937,SCINCIDAE,DD,0,Oceanina,1,0.5,0,7,0.982843137,6,0.998254799,2.490548968
Hydrosaurus amboinensis,288446.9758,lizard,1768,AGAMIDAE,NC,0,Oceanina,0.993421053,0.5,4,2,0.995098039,3,0.9991274,2.490533772
Crotalus catalinensis,27.72786,snake,1954,VIPERIDAE,CR,0,Nearctic,0.995065789,1,3,43,0.894607843,3107,0.096276905,2.490508164
Woodworthia maculatus,1913.640557,lizard,1845,DIPLODACTYLIDAE,NC,0,Australian,0.995065789,0.5,3,4,0.990196078,1,0.999709133,2.490018395
Aristelliger barbouri,1007.100429,lizard,1932,SPHAERODACTYLIDAE,DD,0,Panamanian,1,0.5,0,8,0.980392157,4,0.998836533,2.489614345
Coelognathus subradiatus,50324.93449,snake,1837,COLUBRIDAE,NC,0,Oriental,0.996710526,0.5,2,5,0.987745098,7,0.997963933,2.489565042
Dasia nicobarensis,129.802202,lizard,1977,SCINCIDAE,NC,0,Oriental,1,0.5,0,8,0.980392157,6,0.998254799,2.489323478
Dasia semicincta,167203.9878,lizard,1867,SCINCIDAE,DD,0,Oriental,1,0.5,0,8,0.980392157,6,0.998254799,2.489323478
Tytthoscincus parvus,2544.142042,lizard,1897,SCINCIDAE,NC,0,Oriental,1,0.5,0,9,0.977941176,2,0.999418266,2.488679721
Lankascincus fallax,63189.65084,lizard,1860,SCINCIDAE,NC,0,Oriental,1,0.5,0,9,0.977941176,3,0.9991274,2.488534288
Sitana devakai,12734.08496,lizard,2015,AGAMIDAE,NC,0,Oriental,0.998355263,0.5,1,6,0.985294118,18,0.994764398,2.488384521
Cylindrophis aruensis,8050.311389,snake,1920,CYLINDROPHIIDAE,DD,0,Oceanina,1,0.5,0,9,0.977941176,10,0.997091332,2.487516254
Cylindrophis boulengeri,31872.92732,snake,1911,CYLINDROPHIIDAE,NC,0,Oriental,1,0.5,0,9,0.977941176,10,0.997091332,2.487516254
Lycodryas maculatus,1682.244935,snake,1858,PSEUDOXYRHOPHIIDAE,NC,0,Madagascan,1,0.5,0,10,0.975490196,3,0.9991274,2.487308798
Malayotyphlops koekkoeki,1063.810337,snake,1934,TYPHLOPIDAE,DD,0,Oriental,1,0.5,0,10,0.975490196,5,0.998545666,2.487017931
Malayotyphlops ruficaudus,105189.9969,snake,1845,TYPHLOPIDAE,DD,0,Oriental,1,0.5,0,10,0.975490196,5,0.998545666,2.487017931
Lanthanotus borneensis,44587.86983,lizard,1878,LANTHANOTIDAE,NC,1,Oriental,0.986842105,0.5,8,0,1,0,1,2.486842105
Argyrophis hypsobothrius,429471.4563,snake,1917,TYPHLOPIDAE,DD,0,Oriental,1,0.5,0,11,0.973039216,0,1,2.486519608
Argyrophis koshunensis,18409.3912,snake,1916,TYPHLOPIDAE,DD,0,Oriental,1,0.5,0,11,0.973039216,0,1,2.486519608
Argyrophis oatesii,7.496757,snake,1890,TYPHLOPIDAE,DD,0,Oriental,1,0.5,0,11,0.973039216,0,1,2.486519608
Chrysopelea taprobanica,29631.70713,snake,1943,COLUBRIDAE,NC,0,Oriental,0.995065789,0.5,3,4,0.990196078,26,0.992437464,2.486382561
Cylindrophis melanotus,14461.41736,snake,1828,CYLINDROPHIIDAE,NC,0,Oriental,0.998355263,0.5,1,9,0.977941176,9,0.997382199,2.486016951
Cylindrophis opisthorhodus,19363.27051,snake,1897,CYLINDROPHIIDAE,NC,0,Oriental,0.998355263,0.5,1,9,0.977941176,9,0.997382199,2.486016951
Stegonotus diehli,187557.3702,snake,1905,COLUBRIDAE,NC,0,Oceanina,1,0.5,0,9,0.977941176,22,0.993600931,2.485771054
Stegonotus guentheri,2953.109667,snake,1895,COLUBRIDAE,DD,0,Oceanina,1,0.5,0,9,0.977941176,22,0.993600931,2.485771054
Stegonotus modestus,420094.0141,snake,1837,COLUBRIDAE,NC,0,Oceanina,1,0.5,0,9,0.977941176,22,0.993600931,2.485771054
Stegonotus parvus,195829.8145,snake,1874,COLUBRIDAE,NC,0,Oceanina,1,0.5,0,9,0.977941176,22,0.993600931,2.485771054
Malayotyphlops luzonensis,117147.261,snake,1919,TYPHLOPIDAE,DD,0,Oriental,0.998355263,0.5,1,10,0.975490196,4,0.998836533,2.485518628
Bavayia crassicollis,1828.398436,lizard,1913,DIPLODACTYLIDAE,DD,0,Australian,1,0.5,0,11,0.973039216,7,0.997963933,2.485501574
Bavayia montana,10593.68765,lizard,1913,DIPLODACTYLIDAE,DD,0,Australian,1,0.5,0,11,0.973039216,7,0.997963933,2.485501574
Bavayia sauvagii,16396.24785,lizard,1883,DIPLODACTYLIDAE,DD,0,Australian,1,0.5,0,11,0.973039216,7,0.997963933,2.485501574
Hypsiglena unaocularis,29.220612,snake,1946,DIPSADIDAE,NC,0,Neotropical,1,0.5,0,9,0.977941176,24,0.993019197,2.485480187
Leptophis haileyi,9.061195,snake,2013,COLUBRIDAE,DD,0,Neotropical,1,0.5,0,10,0.975490196,17,0.995055265,2.48527273
